trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.9239242575834489}",20,8,-68.08232747961938,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.923110327606918}",20,0,-55.94444928701255,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.9222922407150126}",20,0,-106.09621888025951,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
188,False,"{'a': 0.5, 'e': 0.9214700005917105}",25,0,-115.24907406488575,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.9206436109396922}",25,0,-135.30340393025142,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.9198130754803242}",30,0,-112.96156723311874,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.9189783979536422}",25,0,-85.56670123214876,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.9181395821183345}",20,0,-59.47290283195367,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.9172966317517244}",20,8,-0.135102994594408,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.9164495506497543}",20,0,-64.52296810575302,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.9155983426269675}",20,0,-36.372697910143394,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.9147430115164917}",35,2,-104.8797207883971,"{0: 19, 1: 2, 2: 12, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.9138835611700216}",25,0,-149.97437954696463,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
198,False,"{'a': 0.5, 'e': 0.913019995457801}",20,0,-62.86030465500884,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.9121523182686065}",20,14,-55.66338338169343,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.9112805335097292}",30,0,-227.48865121339531,"{0: 19, 1: 2, 2: 3, 3: 2, 4: 4}",0
201,False,"{'a': 0.5, 'e': 0.9104046451069567}",30,0,-123.73907724782612,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.9095246570045568}",25,0,-4.722653117259096,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.9086405731652583}",20,0,-159.294444355882,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
204,False,"{'a': 0.5, 'e': 0.9077523975702338}",20,0,-64.20294690013226,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.9068601342190824}",25,0,-205.26547862140077,"{0: 11, 1: 2, 2: 9, 3: 0, 4: 3}",0
206,False,"{'a': 0.5, 'e': 0.9059637871298103}",20,0,-126.85820581643871,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.9050633603388135}",20,0,-214.90965877832454,"{0: 7, 1: 3, 2: 5, 3: 2, 4: 3}",0
208,False,"{'a': 0.5, 'e': 0.9041588579008599}",20,12,-21.703571235295755,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.9032502838890706}",25,0,-121.60076550649848,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.9023376423949014}",25,0,-155.09379291234325,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
211,False,"{'a': 0.5, 'e': 0.901420937528125}",25,0,-189.35502742071117,"{0: 11, 1: 2, 2: 9, 3: 1, 4: 2}",0
212,False,"{'a': 0.5, 'e': 0.9005001734168119}",25,0,-58.47232017689057,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.8995753542073119}",25,0,-202.444477746174,"{0: 14, 1: 2, 2: 3, 3: 3, 4: 3}",0
214,False,"{'a': 0.5, 'e': 0.8986464840642361}",20,0,-31.951047084008486,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.8977135671704369}",25,0,-56.36114038739364,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.8967766077269905}",30,0,-226.152992798873,"{0: 19, 1: 1, 2: 4, 3: 2, 4: 4}",0
217,False,"{'a': 0.5, 'e': 0.8958356099531769}",20,0,-147.29487327691692,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.8948905780864617}",25,0,-90.03829499707295,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.8939415163824763}",20,0,-157.82906072965216,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
220,False,"{'a': 0.5, 'e': 0.8929884291149996}",30,0,-51.51845805481123,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.8920313205759378}",25,0,-53.276990212852226,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
222,False,"{'a': 0.5, 'e': 0.8910701950753058}",25,0,-116.20043692254272,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 2}",0
223,False,"{'a': 0.5, 'e': 0.8901050569412075}",25,0,-143.58580856038947,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
224,False,"{'a': 0.5, 'e': 0.8891359105198161}",30,0,-175.07856527147862,"{0: 19, 1: 1, 2: 5, 3: 3, 4: 2}",0
225,False,"{'a': 0.5, 'e': 0.8881627601753552}",25,0,-88.80241620274197,"{0: 12, 1: 6, 2: 6, 3: 1, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.8871856102900784}",30,12,-44.90933688035112,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.8862044652642499}",20,10,-40.17937215834168,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.8852193295161248}",30,0,-222.12728494541705,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 3}",0
229,False,"{'a': 0.5, 'e': 0.8842302074819289}",20,2,-61.95748794815818,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.8832371036158391}",20,0,-43.78367487757578,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.8822400223899629}",25,4,-42.1361088596297,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.8812389682943187}",30,0,-270.9061629181181,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 5}",0
233,False,"{'a': 0.5, 'e': 0.8802339458368152}",20,0,-115.43736764391757,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
234,False,"{'a': 0.5, 'e': 0.8792249595432315}",25,0,-95.86696877161164,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
235,False,"{'a': 0.5, 'e': 0.8782120139571964}",25,0,-166.89057664219635,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
236,False,"{'a': 0.5, 'e': 0.8771951136401678}",20,8,-20.738207625019925,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.8761742631714127}",20,3,-140.6014661213234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 4}",1
238,False,"{'a': 0.5, 'e': 0.8751494671479861}",25,0,-183.51831341249923,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
239,False,"{'a': 0.5, 'e': 0.8741207301847106}",20,0,-41.74711572161217,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.8730880569141555}",30,0,-140.0797799234018,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.8720514519866158}",25,0,-110.67326340609675,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.8710109200700913}",30,6,-179.8871426820483,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 4}",1
243,False,"{'a': 0.5, 'e': 0.869966465850266}",20,0,-125.33694900893411,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.8689180940304866}",20,0,-80.66147972350505,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.867865809331741}",20,0,-81.88312538180246,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.8668096164926377}",30,0,-154.53049706425247,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
247,False,"{'a': 0.5, 'e': 0.8657495202693843}",30,0,-107.98192067039598,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.8646855254357659}",25,0,-35.040121029985606,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.8636176367831236}",25,0,-82.3160862887544,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.862545859120333}",25,0,-83.60676423892166,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.8614701972737825}",25,0,-142.43618316955477,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
252,False,"{'a': 0.5, 'e': 0.8603906560873518}",20,0,-60.87189417864646,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.8593072404223897}",30,0,-51.07283817954835,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.8582199551576926}",35,0,-155.12207531511498,"{0: 23, 1: 3, 2: 5, 3: 2, 4: 2}",0
255,False,"{'a': 0.5, 'e': 0.8571288051894821}",20,0,4.654167628216483,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.8560337954313832}",20,0,-81.96067634061963,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.8549349308144026}",20,0,-126.2696560765419,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.8538322162869055}",20,0,-53.95362017593031,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.852725656814594}",25,11,-50.45300827208859,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.8516152573804849}",20,0,-87.04337329597138,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.8505010229848866}",25,0,-113.19241557595011,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.8493829586453773}",20,12,-15.398644388509055,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.8482610693967816}",20,0,-128.85088112277342,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
264,False,"{'a': 0.5, 'e': 0.8471353602911489}",30,0,-215.88765629280044,"{0: 19, 1: 1, 2: 5, 3: 1, 4: 4}",0
265,False,"{'a': 0.5, 'e': 0.8460058363977294}",30,0,-113.4957346042681,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.8448725028029525}",25,0,-22.41761819156508,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.8437353646104027}",20,0,-35.62915762611141,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.8425944269407977}",20,0,-26.883378294066137,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.8414496949319645}",20,0,-89.88408659096743,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
270,False,"{'a': 0.5, 'e': 0.8403011737388173}",20,10,-9.95039637937634,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.8391488685333326}",25,0,-73.42717677046609,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.8379927845045277}",25,0,-149.22191765930123,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
273,False,"{'a': 0.5, 'e': 0.8368329268584362}",20,2,-167.1630633299459,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 3}",1
274,False,"{'a': 0.5, 'e': 0.8356693008180851}",25,0,-89.44500951510015,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.834501911623471}",25,3,-51.2408265399844,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
276,False,"{'a': 0.5, 'e': 0.8333307645315364}",20,0,-40.75007669235935,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.8321558648161468}",25,9,-49.64661902156633,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.8309772177680655}",25,5,-81.1454654574295,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.8297948286949316}",20,0,-79.28744257282212,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.8286087029212342}",20,5,-64.92539371490301,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.8274188457882903}",30,0,-234.42068664001522,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
282,False,"{'a': 0.5, 'e': 0.8262252626542191}",30,0,-132.94720075669494,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.8250279588939189}",25,0,-143.20724847218608,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
284,False,"{'a': 0.5, 'e': 0.8238269398990424}",30,2,-29.931344001635885,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.8226222110779731}",20,0,-134.05678866749594,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
286,False,"{'a': 0.5, 'e': 0.8214137778557997}",20,0,-68.39217098396338,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.820201645674293}",25,0,-174.30435993901585,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
288,False,"{'a': 0.5, 'e': 0.8189858199918805}",20,0,-116.46571365547359,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.8177663062836222}",20,0,-55.09580024948711,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.8165431100411863}",20,0,-24.66779894350677,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.8153162367728232}",25,0,-114.7510470950285,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 3}",0
292,False,"{'a': 0.5, 'e': 0.8140856920033422}",20,0,-117.05805011624383,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
293,False,"{'a': 0.5, 'e': 0.8128514812740858}",20,0,-67.0588950464839,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
294,False,"{'a': 0.5, 'e': 0.811613610142905}",20,6,-8.541454416390325,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.8103720841841339}",30,0,-108.9926235844919,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
296,False,"{'a': 0.5, 'e': 0.809126908988565}",20,0,-63.46499219010332,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.8078780901634242}",30,18,-65.5509325293825,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.8066256333323447}",25,0,-95.95157798330668,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.8053695441353428}",20,0,-42.744705803987564,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.8041098282287916}",20,0,-77.03700236537853,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.802846491285396}",20,0,-69.00055797727039,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",1
302,False,"{'a': 0.5, 'e': 0.8015795389941669}",25,0,-103.39828973878792,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
303,False,"{'a': 0.5, 'e': 0.8003089770603956}",25,0,-62.19229698539121,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.7990348112056285}",25,0,-69.39857762035828,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",1
305,False,"{'a': 0.5, 'e': 0.797757047167641}",25,0,-101.4895862531134,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.7964756907004112}",20,0,-99.192405082815,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
307,False,"{'a': 0.5, 'e': 0.7951907475740955}",20,0,-142.2425184973863,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
308,False,"{'a': 0.5, 'e': 0.7939022235750004}",30,0,-85.64721518564339,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.7926101245055587}",20,0,-31.154112086516673,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.7913144561843015}",25,0,-37.18040153435488,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.7900152244458335}",20,0,-71.43979460031845,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
312,False,"{'a': 0.5, 'e': 0.7887124351408054}",30,0,-173.66986818124968,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
313,False,"{'a': 0.5, 'e': 0.7874060941358888}",25,0,-102.0534663329103,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.7860962073137489}",25,0,-132.14541586063308,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
315,False,"{'a': 0.5, 'e': 0.7847827805730181}",25,18,-8.479162572408889,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.7834658198282699}",20,5,-54.81452783791261,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.7821453310099921}",25,0,-61.00295716481448,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.7808213200645595}",30,0,-97.1230726019457,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
319,False,"{'a': 0.5, 'e': 0.7794937929542082}",25,17,-26.720997180639177,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.7781627556570077}",25,0,-3.146994944825693,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.7768282141668346}",25,0,-84.75353949385395,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.7754901744933456}",20,0,-13.685271333108549,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
323,False,"{'a': 0.5, 'e': 0.77414864266195}",20,0,-88.61425718266307,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.7728036247137832}",25,0,-53.84927428342617,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.7714551267056787}",25,0,-70.90017920113459,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.7701031547101418}",25,0,-72.41361277497722,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.7687477148153211}",25,0,-145.46731748570767,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.7673888131249824}",30,4,-112.3018457100298,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 2}",1
329,False,"{'a': 0.5, 'e': 0.76602645575848}",20,11,-19.05304135600393,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.76466064885073}",25,0,-53.18081480228816,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.7632913985521821}",30,0,-119.7216116015458,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
332,False,"{'a': 0.5, 'e': 0.7619187110287922}",20,0,-84.36791331931852,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
333,False,"{'a': 0.5, 'e': 0.7605425924619947}",20,0,-75.81094897489275,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.7591630490486746}",20,0,-165.8129147115358,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
335,False,"{'a': 0.5, 'e': 0.7577800870011392}",25,0,-91.76573594447783,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.7563937125470909}",20,0,-75.05299405015126,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.7550039319295981}",20,0,-31.964415385822655,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.7536107514070686}",20,0,-95.88977353663208,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.7522141772532197}",25,3,-134.0969711344955,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 2}",1
340,False,"{'a': 0.5, 'e': 0.7508142157570513}",25,0,-21.173353748777007,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.7494108732228166}",20,0,-93.02174797596601,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.7480041559699947}",25,0,-119.5125217437795,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.7465940703332612}",20,13,0.03911650411376355,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.74518062266246}",20,0,-135.07635885823413,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
345,False,"{'a': 0.5, 'e': 0.7437638193225753}",25,15,-49.09071259717153,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
346,False,"{'a': 0.5, 'e': 0.7423436666937019}",20,0,-78.22116842478727,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.7409201711710172}",25,0,-112.79875863061427,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
348,False,"{'a': 0.5, 'e': 0.7394933391647522}",25,0,-61.42041321610573,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.7380631771001628}",20,0,-27.853911078657358,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
350,False,"{'a': 0.5, 'e': 0.7366296914175002}",20,0,-121.08784996284913,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
351,False,"{'a': 0.5, 'e': 0.7351928885719828}",25,0,-138.9395528140131,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
352,False,"{'a': 0.5, 'e': 0.7337527750337668}",20,6,-57.040325514297315,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.7323093572879165}",30,0,-18.95672637748134,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.7308626418343761}",25,13,-72.51582091789254,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
355,False,"{'a': 0.5, 'e': 0.7294126351879396}",30,0,-137.09110495188656,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
356,False,"{'a': 0.5, 'e': 0.727959343878222}",25,5,-33.20505717509011,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.7265027744496293}",25,7,-30.552587242094997,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.7250429334613299}",20,0,-22.77412777841254,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.723579827487224}",25,13,-25.23384279065629,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.7221134631159153}",25,2,-76.51160751159911,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.7206438469506797}",30,20,-77.10912987580744,"{0: 6, 1: 1, 2: 0, 3: 2, 4: 1}",1
362,False,"{'a': 0.5, 'e': 0.7191709856094373}",25,0,-86.55366349599414,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.717694885724721}",25,0,-36.07303485554369,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.716215553943648}",30,11,-4.378980364651024,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.7147329969278889}",25,0,-31.531338269210824,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
